duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,target
52,1956,1,0,25,3,1,no checking,all paid,car new,unknown,1<=X<4,male div/sep,none,no property,none,for free,highly skilled,yes,no,0
38,1294,2,1,23,4,1,<0,existing paid,radio/tv,<100,>=7,male mar/wid,none,no property,none,own,skilled,yes,no,0
30,3316,3,2,35,4,2,<0,existing paid,education,<100,unemployed,male single,none,car,none,own,skilled,yes,yes,0
51,3573,3,4,30,3,2,0<=X<200,existing paid,education,<100,>=7,male single,none,no property,none,own,unskilled resident,yes,no,1
5,2059,4,1,43,3,1,no checking,critical,car new,unknown,>=7,male single,none,no property,none,for free,skilled,yes,yes,0
29,4178,1,4,40,1,2,no checking,delayed,radio/tv,unknown,4<=X<7,male single,none,real estate,none,own,unskilled resident,yes,no,0
4,2697,1,1,23,1,2,no checking,existing paid,repairs,>=1000,4<=X<7,male div/sep,none,no property,none,own,skilled,yes,no,0
10,1200,4,2,36,2,1,no checking,existing paid,car new,<100,unemployed,male single,none,car,none,for free,skilled,no,yes,0
56,4841,4,2,29,2,2,no checking,all paid,car used,unknown,>=7,male single,none,no property,bank,own,skilled,yes,no,0
17,4700,1,3,23,2,1,no checking,delayed,business,unknown,<1,female div/dep/mar,none,no property,bank,own,skilled,no,no,0
17,751,2,1,43,2,1,0<=X<200,no credits,radio/tv,unknown,4<=X<7,female div/dep/mar,co-applicant,no property,none,rent,skilled,yes,no,0
69,2567,2,3,33,1,2,no checking,existing paid,furniture,100<=X<500,>=7,male mar/wid,none,no property,none,own,skilled,no,no,0
34,2519,4,1,30,4,2,>=200,critical,domestic appliance,<100,1<=X<4,male single,none,no property,none,own,skilled,yes,no,0
6,5320,2,3,24,2,1,no checking,no credits,business,500<=X<1000,4<=X<7,male div/sep,guarantor,car,none,own,unskilled resident,yes,no,0
53,3146,1,2,22,4,1,no checking,all paid,domestic appliance,unknown,>=7,male single,none,no property,none,own,highly skilled,yes,no,0
66,1401,3,4,58,2,1,no checking,existing paid,business,<100,4<=X<7,male mar/wid,none,no property,none,own,skilled,yes,no,0
43,4373,3,3,39,3,1,<0,existing paid,radio/tv,>=1000,>=7,female div/dep/mar,none,no property,none,own,unskilled resident,yes,yes,1
23,1732,2,1,21,2,1,>=200,critical,radio/tv,<100,>=7,male div/sep,none,no property,none,own,unskilled resident,yes,yes,0
55,2945,4,1,38,2,1,no checking,delayed,car new,unknown,4<=X<7,male single,none,no property,none,own,highly skilled,yes,no,0
16,2308,4,2,47,2,2,no checking,all paid,education,500<=X<1000,4<=X<7,male div/sep,none,no property,none,own,skilled,yes,no,0
8,2570,4,1,37,1,2,>=200,no credits,radio/tv,<100,4<=X<7,male single,none,car,stores,own,highly skilled,yes,no,1
4,4442,4,0,51,3,2,no checking,existing paid,repairs,500<=X<1000,>=7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
4,5172,4,4,18,2,1,>=200,existing paid,education,100<=X<500,1<=X<4,male mar/wid,none,no property,none,own,skilled,yes,no,0
56,1678,2,3,18,2,2,no checking,existing paid,education,<100,>=7,male mar/wid,none,life insurance,none,own,skilled,no,no,0
25,4053,3,4,38,4,1,no checking,all paid,repairs,unknown,>=7,female div/dep/mar,none,no property,bank,own,unskilled non-resident,yes,no,0
67,2355,3,2,38,3,1,no checking,existing paid,repairs,<100,4<=X<7,male mar/wid,none,no property,none,own,skilled,no,yes,0
67,2393,2,3,18,2,2,no checking,existing paid,education,100<=X<500,>=7,male single,none,no property,none,own,skilled,yes,no,0
27,3884,4,3,27,4,1,no checking,existing paid,repairs,<100,4<=X<7,male mar/wid,none,no property,none,own,highly skilled,yes,no,0
32,1986,2,0,22,4,1,no checking,existing paid,other,<100,>=7,male div/sep,none,no property,none,own,skilled,yes,no,0
50,3859,3,2,18,1,1,<0,existing paid,furniture,<100,>=7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
61,4183,1,1,22,4,1,>=200,existing paid,radio/tv,<100,unemployed,male mar/wid,none,no property,none,own,skilled,no,no,0
51,2730,2,0,42,2,1,0<=X<200,no credits,radio/tv,500<=X<1000,1<=X<4,male mar/wid,none,car,none,own,skilled,yes,yes,1
19,4929,4,0,22,1,1,no checking,no credits,car new,<100,>=7,male single,none,no property,none,own,unskilled resident,no,no,0
21,1679,3,4,23,1,2,0<=X<200,existing paid,education,unknown,>=7,male div/sep,none,no property,none,own,skilled,yes,no,0
5,4952,3,4,18,2,1,0<=X<200,existing paid,domestic appliance,<100,>=7,male single,none,no property,none,rent,skilled,yes,yes,0
42,841,3,4,50,3,1,0<=X<200,existing paid,business,<100,<1,male mar/wid,none,no property,none,own,skilled,yes,no,1
61,6645,3,0,40,4,1,<0,existing paid,business,100<=X<500,1<=X<4,male div/sep,none,life insurance,none,rent,skilled,yes,no,0
22,2763,4,1,18,1,1,0<=X<200,existing paid,domestic appliance,unknown,1<=X<4,male single,none,real estate,none,own,skilled,yes,no,0
21,1818,1,3,23,3,2,no checking,delayed,other,>=1000,>=7,male div/sep,none,no property,none,own,skilled,yes,yes,0
70,2980,3,4,41,2,2,no checking,all paid,education,unknown,4<=X<7,female div/dep/mar,co-applicant,no property,none,rent,highly skilled,yes,yes,0
1,1962,2,1,50,4,1,no checking,all paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,no property,none,own,skilled,no,no,0
5,3754,1,2,45,4,1,no checking,all paid,business,unknown,>=7,male single,none,no property,none,own,skilled,yes,no,0
12,4980,3,4,30,1,1,0<=X<200,existing paid,education,<100,>=7,male single,none,car,none,own,skilled,no,no,1
46,2029,1,3,18,4,2,no checking,existing paid,furniture,<100,1<=X<4,male div/sep,none,life insurance,none,own,highly skilled,yes,no,0
34,3995,2,2,45,4,2,<0,all paid,car new,>=1000,4<=X<7,male single,co-applicant,no property,none,own,skilled,yes,no,1
49,1355,3,2,31,4,2,0<=X<200,existing paid,retraining,100<=X<500,>=7,female div/dep/mar,none,life insurance,none,own,skilled,no,no,1
45,4562,2,3,35,4,2,no checking,all paid,furniture,unknown,1<=X<4,male div/sep,none,no property,none,rent,unskilled resident,no,no,0
27,3791,4,4,32,2,1,<0,existing paid,business,<100,1<=X<4,male single,none,car,none,own,highly skilled,yes,no,1
26,4616,3,0,18,3,2,no checking,existing paid,radio/tv,unknown,4<=X<7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
47,3118,3,3,39,2,2,0<=X<200,critical,car used,>=1000,>=7,female div/dep/mar,none,real estate,none,rent,unskilled resident,yes,no,0
56,2727,3,3,37,2,1,no checking,no credits,radio/tv,500<=X<1000,>=7,male div/sep,none,life insurance,none,own,skilled,no,yes,0
63,4291,3,3,29,1,1,>=200,delayed,other,<100,4<=X<7,male single,co-applicant,no property,none,for free,highly skilled,yes,no,0
48,1635,4,2,40,4,2,0<=X<200,critical,radio/tv,<100,1<=X<4,female div/dep/mar,none,no property,none,own,skilled,no,no,0
61,1092,3,1,18,2,2,no checking,all paid,business,unknown,>=7,male single,none,life insurance,none,rent,skilled,yes,no,0
26,3264,1,0,31,4,2,0<=X<200,all paid,radio/tv,100<=X<500,>=7,male mar/wid,none,no property,none,own,highly skilled,yes,no,1
36,2784,3,4,35,2,2,>=200,existing paid,radio/tv,unknown,>=7,male single,none,life insurance,none,rent,skilled,no,no,0
1,3963,4,4,18,2,1,<0,delayed,furniture,unknown,>=7,male mar/wid,none,no property,none,own,skilled,no,no,0
8,4635,3,1,34,1,1,no checking,delayed,furniture,<100,>=7,male div/sep,none,life insurance,none,own,skilled,yes,no,0
52,3937,1,3,43,3,2,no checking,existing paid,radio/tv,500<=X<1000,>=7,male mar/wid,none,car,none,own,highly skilled,no,no,0
47,4535,4,0,31,3,2,0<=X<200,delayed,education,unknown,4<=X<7,female div/dep/mar,none,no property,none,own,skilled,no,yes,0
56,3672,4,4,34,2,2,no checking,no credits,business,<100,4<=X<7,male single,guarantor,life insurance,none,for free,highly skilled,no,no,0
14,3889,1,4,41,1,2,no checking,no credits,car used,<100,<1,male mar/wid,none,no property,none,own,skilled,no,no,0
28,3125,1,3,30,4,2,no checking,delayed,radio/tv,100<=X<500,>=7,male single,none,car,none,own,skilled,yes,no,0
2,3852,1,1,31,4,1,no checking,critical,business,100<=X<500,>=7,male single,none,no property,bank,own,unskilled resident,no,no,0
26,3479,1,0,20,2,1,0<=X<200,existing paid,radio/tv,unknown,>=7,male single,none,life insurance,none,own,skilled,no,no,0
14,3677,1,1,34,3,1,no checking,critical,car new,<100,4<=X<7,male mar/wid,none,car,none,own,highly skilled,yes,no,0
59,3062,4,1,30,1,2,0<=X<200,delayed,radio/tv,unknown,1<=X<4,male div/sep,none,real estate,none,own,skilled,yes,no,0
56,4282,4,0,40,3,2,<0,critical,car new,<100,1<=X<4,female div/dep/mar,none,no property,none,rent,unskilled resident,yes,no,0
7,2382,3,0,41,4,1,no checking,delayed,radio/tv,>=1000,1<=X<4,male div/sep,none,no property,stores,own,unskilled resident,no,no,0
3,3248,3,4,44,3,1,no checking,critical,domestic appliance,500<=X<1000,>=7,female div/dep/mar,none,no property,none,for free,skilled,no,no,0
23,4910,2,4,28,4,2,>=200,all paid,education,<100,>=7,male div/sep,none,no property,stores,for free,unskilled resident,yes,no,1
18,2085,3,0,18,1,1,0<=X<200,delayed,radio/tv,<100,unemployed,male single,none,no property,none,rent,skilled,yes,no,0
38,568,3,2,43,1,2,no checking,all paid,radio/tv,unknown,unemployed,male mar/wid,none,no property,none,own,highly skilled,yes,yes,0
15,3729,1,4,40,2,2,<0,delayed,other,unknown,>=7,male single,none,real estate,none,for free,skilled,yes,yes,0
64,2949,1,2,27,2,1,<0,existing paid,car new,<100,1<=X<4,male single,none,life insurance,none,own,skilled,yes,no,1
28,4534,3,0,41,3,1,<0,existing paid,business,100<=X<500,>=7,female div/dep/mar,none,no property,none,own,skilled,yes,no,1
39,3107,2,4,18,1,1,>=200,existing paid,retraining,100<=X<500,4<=X<7,female div/dep/mar,none,no property,bank,own,skilled,no,no,0
57,2515,1,1,47,1,2,no checking,no credits,retraining,<100,1<=X<4,male div/sep,none,real estate,none,own,unskilled resident,yes,yes,0
17,3176,3,0,30,2,2,<0,all paid,business,unknown,1<=X<4,male single,none,no property,none,own,highly skilled,no,no,0
44,4637,3,3,25,4,1,no checking,delayed,radio/tv,unknown,<1,male single,none,no property,none,own,skilled,yes,no,0
25,3990,4,2,27,3,2,0<=X<200,delayed,repairs,100<=X<500,>=7,female div/dep/mar,none,no property,none,own,skilled,no,no,0
17,250,2,0,32,3,2,no checking,existing paid,radio/tv,unknown,1<=X<4,female div/dep/mar,co-applicant,life insurance,none,for free,unskilled resident,yes,no,0
13,3503,4,0,34,2,2,no checking,delayed,business,<100,4<=X<7,male single,guarantor,no property,stores,own,unskilled resident,no,no,0
25,3565,2,4,35,1,1,no checking,delayed,car used,unknown,4<=X<7,female div/dep/mar,co-applicant,real estate,none,own,skilled,yes,no,0
68,3248,1,4,29,2,2,no checking,existing paid,business,100<=X<500,unemployed,male single,none,real estate,none,own,skilled,yes,no,0
10,2507,2,4,37,2,1,no checking,no credits,car new,100<=X<500,unemployed,male single,none,no property,bank,for free,skilled,yes,no,0
67,4764,3,3,35,2,1,>=200,delayed,car new,100<=X<500,>=7,male single,none,car,stores,own,skilled,yes,no,0
18,4826,3,4,27,2,2,no checking,existing paid,domestic appliance,<100,>=7,male mar/wid,none,car,none,own,highly skilled,no,no,0
34,517,2,0,25,4,1,no checking,delayed,radio/tv,unknown,>=7,male div/sep,none,life insurance,bank,for free,highly skilled,yes,no,0
8,2273,2,4,42,4,2,0<=X<200,delayed,education,unknown,1<=X<4,male single,none,no property,none,own,skilled,no,no,0
40,3090,2,1,41,1,1,0<=X<200,delayed,car new,<100,<1,male div/sep,none,real estate,bank,own,skilled,yes,no,0
42,4456,4,4,35,2,1,no checking,existing paid,domestic appliance,unknown,<1,male mar/wid,none,car,none,for free,highly skilled,no,no,0
41,3314,2,3,46,4,2,no checking,all paid,radio/tv,100<=X<500,4<=X<7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
6,2416,1,1,18,1,1,0<=X<200,existing paid,radio/tv,unknown,>=7,male mar/wid,none,no property,none,own,skilled,yes,no,0
52,4157,4,0,28,2,1,>=200,existing paid,radio/tv,<100,>=7,male single,none,no property,none,rent,unskilled resident,yes,no,1
26,3006,4,0,21,3,1,no checking,no credits,radio/tv,<100,>=7,male mar/wid,co-applicant,car,none,own,skilled,no,no,0
64,3124,2,2,62,4,2,no checking,existing paid,retraining,100<=X<500,1<=X<4,female div/dep/mar,none,car,none,own,unskilled resident,yes,no,0
59,3237,1,1,43,1,2,no checking,existing paid,business,500<=X<1000,4<=X<7,male single,none,no property,none,own,unskilled non-resident,yes,no,0
56,3988,4,2,34,3,1,no checking,delayed,car used,>=1000,>=7,female div/dep/mar,none,real estate,none,own,highly skilled,yes,no,0
59,2885,3,1,44,2,1,no checking,all paid,car new,100<=X<500,4<=X<7,male mar/wid,none,no property,none,own,skilled,yes,no,0
70,4129,4,1,48,2,1,no checking,existing paid,business,<100,4<=X<7,male div/sep,none,no property,none,own,highly skilled,yes,no,0
33,3179,2,3,48,2,2,no checking,no credits,radio/tv,100<=X<500,>=7,female div/dep/mar,none,real estate,none,own,skilled,yes,no,0
53,1937,1,2,46,4,2,no checking,no credits,education,unknown,>=7,male single,none,no property,bank,own,highly skilled,no,no,0
22,3225,2,3,31,1,1,no checking,no credits,furniture,unknown,>=7,female div/dep/mar,none,real estate,none,rent,skilled,no,no,0
21,2001,3,1,28,3,2,0<=X<200,critical,radio/tv,<100,1<=X<4,male single,none,no property,none,own,skilled,no,no,0
70,3322,3,0,23,1,2,>=200,no credits,furniture,<100,4<=X<7,male single,none,no property,none,rent,skilled,yes,no,0
70,4307,3,1,41,4,2,no checking,critical,education,unknown,<1,female div/dep/mar,none,no property,none,own,unskilled non-resident,yes,no,0
4,1928,2,3,33,1,2,<0,all paid,radio/tv,<100,>=7,male mar/wid,none,real estate,stores,rent,skilled,no,yes,1
62,3726,4,2,29,4,1,0<=X<200,delayed,radio/tv,<100,<1,male div/sep,none,life insurance,bank,own,skilled,yes,no,0
62,2234,2,2,29,2,2,>=200,delayed,business,<100,>=7,male single,none,life insurance,none,own,unskilled resident,yes,no,0
24,3523,1,3,52,3,2,no checking,delayed,radio/tv,100<=X<500,>=7,female div/dep/mar,none,life insurance,none,own,skilled,no,no,0
55,4346,4,2,46,2,1,0<=X<200,delayed,retraining,500<=X<1000,>=7,male mar/wid,none,no property,none,for free,skilled,yes,no,0
9,609,3,4,56,1,1,0<=X<200,delayed,radio/tv,>=1000,<1,male div/sep,none,no property,none,own,unskilled resident,yes,no,0
3,1877,2,0,41,2,2,<0,delayed,business,<100,unemployed,male div/sep,none,no property,none,own,skilled,yes,no,0
31,2809,3,0,35,3,2,no checking,existing paid,other,unknown,>=7,male mar/wid,none,no property,none,own,highly skilled,yes,no,0
40,3664,3,0,34,2,1,0<=X<200,all paid,retraining,<100,>=7,male div/sep,none,no property,none,own,skilled,yes,no,1
36,3063,1,2,22,3,1,0<=X<200,all paid,other,unknown,>=7,male single,none,no property,none,own,skilled,yes,no,0
24,3213,4,2,19,3,1,>=200,all paid,radio/tv,500<=X<1000,4<=X<7,male single,co-applicant,real estate,none,own,highly skilled,yes,no,0
6,5824,1,1,41,2,2,no checking,existing paid,education,500<=X<1000,>=7,male mar/wid,none,no property,none,own,skilled,no,yes,0
66,1755,1,1,23,4,2,>=200,existing paid,furniture,<100,>=7,female div/dep/mar,none,no property,bank,own,skilled,yes,no,0
4,4690,1,0,37,1,1,<0,delayed,radio/tv,<100,4<=X<7,male single,none,no property,none,own,unskilled resident,no,no,0
6,2833,3,4,48,4,2,no checking,delayed,radio/tv,100<=X<500,>=7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
51,3957,1,1,27,4,1,no checking,existing paid,other,>=1000,>=7,male div/sep,none,no property,none,own,skilled,no,no,0
62,5932,1,1,59,2,2,no checking,existing paid,car new,<100,1<=X<4,male mar/wid,none,life insurance,none,own,skilled,no,no,0
57,4131,4,2,23,1,1,no checking,delayed,car new,unknown,<1,male single,none,no property,none,rent,highly skilled,no,no,0
66,3736,4,4,46,1,1,no checking,all paid,retraining,unknown,>=7,female div/dep/mar,none,real estate,none,own,skilled,no,no,0
8,5269,1,0,40,4,2,<0,critical,car used,500<=X<1000,<1,male mar/wid,none,no property,none,own,unskilled resident,yes,no,0
26,4676,4,1,49,2,2,no checking,all paid,car used,unknown,>=7,male single,co-applicant,no property,none,own,highly skilled,yes,no,0
51,2271,4,4,21,1,2,0<=X<200,existing paid,business,<100,>=7,male single,none,no property,bank,own,skilled,yes,no,0
45,3639,1,4,62,4,2,no checking,all paid,radio/tv,<100,>=7,male mar/wid,none,no property,stores,own,highly skilled,yes,no,0
44,1124,3,0,32,1,2,0<=X<200,delayed,education,<100,>=7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
5,2595,1,4,43,2,2,0<=X<200,existing paid,domestic appliance,500<=X<1000,<1,female div/dep/mar,none,car,stores,own,unskilled resident,yes,no,1
70,3663,4,4,52,2,1,no checking,all paid,retraining,<100,1<=X<4,male div/sep,none,real estate,none,own,skilled,yes,no,0
26,2518,3,4,27,2,2,0<=X<200,all paid,other,unknown,>=7,male single,none,no property,none,own,skilled,no,no,0
68,3612,2,1,44,1,1,no checking,existing paid,furniture,<100,1<=X<4,male mar/wid,none,real estate,none,own,skilled,no,no,0
19,3254,3,0,25,3,1,<0,delayed,other,100<=X<500,>=7,male single,none,real estate,none,own,skilled,yes,no,0
20,3941,4,4,51,1,2,<0,critical,radio/tv,unknown,>=7,male single,none,life insurance,none,rent,skilled,yes,no,0
12,2740,3,4,25,3,1,no checking,existing paid,radio/tv,<100,4<=X<7,male single,guarantor,no property,bank,own,skilled,no,no,0
47,2095,1,1,35,2,1,no checking,existing paid,furniture,<100,4<=X<7,male single,none,real estate,none,own,skilled,yes,no,0
1,5118,2,0,38,4,2,no checking,existing paid,furniture,>=1000,>=7,male mar/wid,none,no property,none,own,skilled,yes,no,0
14,2651,2,2,44,3,2,0<=X<200,critical,radio/tv,<100,>=7,male div/sep,co-applicant,no property,bank,own,skilled,yes,no,0
64,4096,2,1,58,2,2,no checking,critical,education,<100,1<=X<4,male mar/wid,none,no property,bank,own,skilled,yes,no,0
38,5065,4,0,29,2,1,no checking,existing paid,radio/tv,<100,>=7,female div/dep/mar,co-applicant,real estate,none,for free,unskilled resident,yes,no,0
37,3474,4,4,48,3,2,no checking,critical,furniture,100<=X<500,>=7,male div/sep,none,no property,none,own,unskilled non-resident,no,no,0
11,2200,2,0,58,4,2,>=200,existing paid,business,unknown,>=7,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
3,3047,3,0,36,2,2,no checking,delayed,car used,unknown,<1,male mar/wid,co-applicant,no property,none,rent,skilled,yes,no,0
33,4542,2,0,28,3,2,no checking,delayed,radio/tv,<100,<1,male div/sep,none,no property,none,for free,skilled,no,no,0
6,3528,3,2,18,4,1,no checking,critical,furniture,100<=X<500,>=7,male single,co-applicant,no property,none,own,highly skilled,no,no,0
50,1764,3,0,57,4,2,no checking,critical,car used,100<=X<500,>=7,male single,none,real estate,none,own,skilled,yes,no,0
10,4016,4,2,32,2,1,no checking,all paid,car new,unknown,4<=X<7,male single,guarantor,no property,none,own,skilled,no,no,0
5,4232,3,4,22,1,2,<0,delayed,education,<100,>=7,female div/dep/mar,none,real estate,none,own,highly skilled,no,no,0
23,2826,2,2,18,1,1,0<=X<200,existing paid,car new,100<=X<500,>=7,male mar/wid,none,car,none,for free,highly skilled,no,yes,0
10,4033,4,4,22,2,1,no checking,all paid,domestic appliance,unknown,unemployed,male single,none,no property,none,own,highly skilled,no,yes,0
44,3577,1,4,46,4,1,0<=X<200,existing paid,radio/tv,unknown,>=7,male single,guarantor,no property,none,for free,unskilled resident,no,no,0
2,3024,1,2,47,2,2,<0,delayed,education,<100,>=7,male single,none,real estate,none,own,skilled,yes,no,0
13,1654,4,1,42,3,1,0<=X<200,all paid,furniture,<100,4<=X<7,male div/sep,none,no property,none,own,highly skilled,no,no,1
40,4618,2,3,36,1,2,0<=X<200,existing paid,car new,<100,4<=X<7,male single,none,no property,none,own,highly skilled,no,no,1
2,4220,1,0,20,3,2,no checking,existing paid,radio/tv,<100,>=7,male single,none,real estate,none,own,skilled,yes,no,0
65,4000,1,3,26,2,2,no checking,no credits,radio/tv,>=1000,4<=X<7,male single,none,no property,none,own,unskilled non-resident,yes,no,0
63,5201,3,0,21,2,2,>=200,all paid,radio/tv,unknown,unemployed,male div/sep,none,car,none,own,highly skilled,no,no,0
17,4452,3,0,41,4,2,<0,delayed,domestic appliance,>=1000,>=7,female div/dep/mar,none,car,none,for free,skilled,no,no,0
9,4129,2,4,22,4,1,no checking,delayed,business,<100,>=7,male div/sep,none,life insurance,none,for free,skilled,yes,no,0
15,504,4,0,26,4,2,no checking,all paid,car used,<100,>=7,male single,co-applicant,real estate,bank,own,skilled,yes,no,0
24,4767,2,0,32,3,1,no checking,delayed,repairs,<100,>=7,female div/dep/mar,none,life insurance,none,own,skilled,no,no,0
38,3374,4,2,18,4,1,no checking,critical,radio/tv,<100,<1,male single,none,real estate,none,own,skilled,yes,no,0
35,3661,1,3,35,2,1,0<=X<200,existing paid,other,unknown,1<=X<4,male single,none,no property,none,own,skilled,yes,no,0
49,3670,3,2,33,4,1,no checking,critical,car new,<100,4<=X<7,female div/dep/mar,none,no property,none,own,highly skilled,yes,no,0
69,4238,2,0,49,1,1,no checking,delayed,education,<100,4<=X<7,male single,none,no property,none,own,skilled,yes,no,0
62,4673,2,4,25,4,1,no checking,existing paid,repairs,100<=X<500,>=7,male div/sep,none,no property,none,for free,skilled,no,no,0
60,4063,4,2,19,3,1,no checking,all paid,repairs,100<=X<500,>=7,male single,none,real estate,none,own,highly skilled,yes,no,0
50,3865,4,2,30,1,2,0<=X<200,delayed,repairs,100<=X<500,4<=X<7,male single,none,no property,none,own,skilled,yes,yes,0
9,3560,2,1,21,1,1,no checking,existing paid,radio/tv,unknown,1<=X<4,male mar/wid,none,no property,none,own,skilled,yes,no,0
34,918,4,0,35,1,2,no checking,all paid,domestic appliance,<100,4<=X<7,female div/dep/mar,none,car,none,own,skilled,yes,no,0
35,2911,2,4,18,3,1,0<=X<200,existing paid,domestic appliance,unknown,>=7,male div/sep,none,real estate,bank,own,unskilled resident,no,no,0
1,2094,2,2,27,2,1,>=200,existing paid,education,100<=X<500,4<=X<7,male mar/wid,none,no property,stores,own,unskilled resident,yes,no,1
40,4784,2,2,23,4,1,0<=X<200,delayed,radio/tv,100<=X<500,<1,female div/dep/mar,none,no property,none,for free,skilled,yes,yes,0
64,4044,1,4,41,1,1,0<=X<200,existing paid,radio/tv,unknown,>=7,male div/sep,guarantor,no property,stores,own,highly skilled,yes,no,0
22,2698,4,0,25,1,2,<0,all paid,domestic appliance,<100,<1,female div/dep/mar,none,real estate,none,own,skilled,yes,no,1
60,2823,3,1,18,1,2,0<=X<200,existing paid,car new,>=1000,4<=X<7,male single,none,real estate,none,own,unskilled resident,no,no,0
64,2778,3,2,32,2,2,no checking,existing paid,education,<100,>=7,male single,none,no property,none,own,skilled,yes,no,0
72,2756,4,1,38,2,1,<0,all paid,radio/tv,500<=X<1000,unemployed,female div/dep/mar,none,no property,none,own,unskilled non-resident,no,no,0
11,1465,2,3,31,3,1,0<=X<200,existing paid,radio/tv,unknown,>=7,male single,none,real estate,none,own,skilled,yes,no,0
14,1194,3,0,27,2,1,no checking,delayed,car used,unknown,4<=X<7,male single,none,car,none,own,unskilled resident,yes,no,0
60,3307,3,3,26,4,2,no checking,no credits,furniture,unknown,unemployed,male single,none,no property,none,own,highly skilled,no,no,0
30,4615,4,3,36,3,1,no checking,existing paid,domestic appliance,500<=X<1000,1<=X<4,male single,none,no property,none,own,unskilled resident,no,no,0
35,2598,3,3,24,3,2,>=200,existing paid,car used,<100,>=7,male single,none,car,none,own,unskilled non-resident,no,no,0
37,3650,2,0,31,4,2,no checking,all paid,business,unknown,>=7,male single,none,no property,none,for free,skilled,yes,no,0
5,4188,4,0,44,4,1,0<=X<200,existing paid,radio/tv,unknown,>=7,male single,none,no property,none,own,unskilled resident,yes,no,0
26,2029,2,4,19,4,1,no checking,existing paid,radio/tv,<100,>=7,male single,co-applicant,no property,none,own,skilled,no,no,0
62,3246,3,1,34,3,2,<0,delayed,furniture,100<=X<500,>=7,female div/dep/mar,none,life insurance,none,own,highly skilled,yes,no,0
4,2437,3,1,18,3,2,no checking,all paid,education,unknown,4<=X<7,male single,co-applicant,life insurance,none,for free,unskilled non-resident,no,no,0
42,5278,2,4,37,3,2,0<=X<200,critical,radio/tv,100<=X<500,4<=X<7,male mar/wid,none,no property,none,own,skilled,no,no,0
18,5224,1,4,23,4,1,no checking,no credits,domestic appliance,100<=X<500,1<=X<4,male mar/wid,none,car,none,own,highly skilled,no,no,0
40,2030,3,3,47,4,1,no checking,delayed,furniture,unknown,4<=X<7,female div/dep/mar,none,no property,none,rent,skilled,no,no,0
72,3753,1,4,18,1,1,>=200,existing paid,radio/tv,<100,4<=X<7,male div/sep,none,no property,bank,own,highly skilled,yes,no,0
39,4605,3,2,40,2,1,0<=X<200,critical,radio/tv,<100,1<=X<4,male single,none,life insurance,none,own,unskilled resident,no,no,0
14,4331,1,1,49,1,1,no checking,all paid,radio/tv,unknown,1<=X<4,male single,none,no property,none,own,skilled,yes,yes,0
32,3372,1,4,22,4,1,no checking,existing paid,domestic appliance,100<=X<500,1<=X<4,male mar/wid,none,no property,none,for free,unskilled resident,yes,no,0
51,4904,1,2,24,3,2,no checking,all paid,radio/tv,unknown,4<=X<7,male single,none,no property,none,own,skilled,yes,no,0
38,2140,2,2,23,4,2,<0,delayed,education,<100,>=7,male mar/wid,none,real estate,none,own,skilled,yes,no,0
23,2892,1,2,29,2,2,0<=X<200,existing paid,car used,<100,>=7,female div/dep/mar,none,no property,none,rent,unskilled resident,no,no,1
63,2173,1,2,41,1,1,no checking,existing paid,radio/tv,<100,1<=X<4,male single,none,no property,none,own,skilled,no,no,0
15,4249,1,3,28,1,2,no checking,critical,radio/tv,unknown,1<=X<4,female div/dep/mar,none,no property,none,own,skilled,yes,no,0
25,2542,3,2,21,3,1,no checking,existing paid,radio/tv,100<=X<500,4<=X<7,female div/dep/mar,none,no property,none,for free,highly skilled,yes,no,0
17,3056,1,3,18,1,1,no checking,critical,education,100<=X<500,>=7,male single,none,no property,none,own,unskilled non-resident,no,no,0
66,4043,3,3,54,1,2,no checking,existing paid,radio/tv,<100,unemployed,male single,none,no property,none,own,skilled,no,no,0
53,4143,1,2,55,4,1,no checking,critical,radio/tv,<100,>=7,male div/sep,co-applicant,no property,stores,own,skilled,no,yes,0
51,2137,1,1,41,1,2,>=200,existing paid,repairs,100<=X<500,4<=X<7,female div/dep/mar,none,car,bank,for free,unskilled resident,no,no,1
39,4591,2,2,25,1,2,0<=X<200,existing paid,radio/tv,<100,1<=X<4,male single,none,no property,none,own,skilled,no,no,1
51,3840,3,2,43,1,1,no checking,all paid,business,500<=X<1000,4<=X<7,male single,none,no property,none,own,skilled,yes,no,0
70,1918,1,2,46,3,2,0<=X<200,delayed,business,100<=X<500,1<=X<4,male mar/wid,none,real estate,bank,rent,highly skilled,no,no,0
6,1611,3,1,31,3,2,0<=X<200,existing paid,car new,unknown,>=7,female div/dep/mar,none,real estate,none,rent,skilled,no,yes,0
67,3251,3,0,35,4,2,0<=X<200,existing paid,education,unknown,4<=X<7,female div/dep/mar,none,no property,none,own,skilled,no,no,0
